ID,Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,"CONSO(Watt)",I,"PDUOndulé","PDUNormal",cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,Baie,Id-baie,"FCTotal","FCCalculé","FCUtilisé","FCFutur","RJ45Total","RJ45Calculé","RJ45Utilisé","RJ45Futur","10GbpsFutur","RJ45CM","IPMI Dédié","IPMIUtilisé","IPMIFutur",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,,,IP,"Hostname <> Machine",Etat configuration réseau,Actions conf réseau à mener
203,TPB -1,ETAGERES,DNS-MAITRE,Serveur,1,Tour,0,DELL,PowerEdge 2400,CGFT50J,330,"1,43",,,,,bureautique,DOIP/ATL,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
204,TPB -1,ETAGERES,MAJ.EQUILINUX.ALERTE.I2,Serveur,1,Tour,0,DELL,PowerEdge 2500,10SC90J,600,"2,61",,,,,Singleton admin,DOIP,A dégager,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
205,TPB -1,ETAGERES,PS-OBS1,Serveur,1,Tour,0,BULL,Escala PowerPC,XAN-F05-00145,400,"1,74",,,,,Singleton DG,DOIP/DOIF,Transfert interne,3,TPB -2,,,TPB -2--,0,0,0,0,,1,1,,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.62.4,,Je ne peux pas m'authentifier sur la machine,?
206,TPB -1,ETAGERES,Robot CGEDD,Librairie,1,Rackable,2,DELL,PowerVault 124T,,,"0,00",,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,1,1,1,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
207,TPB -1,G02,Baie Hitachi,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
208,TPB -1,G02,,Baie Ecomouv,1,,46,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
209,TPB -1,G04,VMAX 2,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
210,TPB -1,G05,VMAX 1,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
211,TPB -1,G10,,Baie Ecomouv,1,,25,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
212,TPB -1,G10,,Baie Ecomouv,1,,46,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
213,TPB -1,G11,,Baie Ecomouv,1,,25,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
214,TPB -1,G13,Baie Hitachi,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
215,TPB -1,H09,,Baie Ecomouv,1,,25,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
216,TPB -1,H10,,Baie Ecomouv,1,,25,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
217,TPB -1,H12,Baie Hitachi,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
218,TPB -1,INFRA 1,DNS-CS-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,BWV6X4J,160,"0,70",,,,,Singleton admin,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,1,0,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.21,,,Stocker
219,TPB -1,INFRA 1,DNSCS-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,2Q0YD5J,140,"0,61",,,,,Singleton admin,DOIP,Déménagement,4,S1,2,,S1-2-,2,2,0,0,,4,1,2,,4,1,,1,1FC,1FC,,,,,,-1,-1,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.28,,Eth0(10.167.130.28),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.28"
220,TPB -1,INFRA 1,ELASTIC-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,8F5XD5J,131,"0,57",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,5,S1-1-5,0,0,0,0,,8,1,2,,4,1,,1,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.116,,Eth0(10.167.130.116),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.116"
221,TPB -1,INFRA 1,H-CS-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,3BHBF4J,770,"3,35",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,,Stock--,0,4,2,0,,6,0,0,,4,1,,0,,,2FC,2FC,1RJ,1RJ,,Err :502,Err :502,-2,-2,1,1,Err :502,10.167.129.71,,,Stocker
222,TPB -1,INFRA 1,H-CS-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,5B4RJ32,224,"0,97",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,12,6,6,,4,1,,1,,4RJ,1FC,1FC,,4RJ,,Err :502,4,-1,-1,Err :502,4,Err :502,10.167.129.129,,Je ne peux pas m'authentifier sur la machine,?
223,TPB -1,INFRA 1,H-PREPROD-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,3SMKF02,280,"1,22",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,4,4,,4,1,,1,,4RJ,1FC,1FC,,,,Err :502,4,-1,-1,Err :502,Err :502,Err :502,10.167.129.133,,Je ne peux pas m'authentifier sur la machine,?
224,TPB -1,INFRA 1,H-RIE-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R810,HHLT75J,392,"1,70",2.12,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,2,0,0,,4,4,4,,4,0,,1,2FC,,,,,,,-2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.161,,"bond0(eth0-eth2,10.167.129.161) + bond1(eth1-eth3, vlan1630, vlan1667, vlan1668, vlan770, vlan772, vlan778)",Déménagement en l'état
225,TPB -1,INFRA 1,H-SGBD-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,DSMKF02,238,"1,03",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,8,4,4,,4,1,,1,,,1FC,1FC,4RJ,,,Err :502,Err :502,-1,-1,4,Err :502,Err :502,10.167.129.125,,Je ne peux pas m'authentifier sur la machine,?
226,TPB -1,INFRA 1,LB-ACAI-03,Serveur,1,Rackable,1,DELL,PowerEdge R410,9WV6X4J,160,"0,70",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,1,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.131.4,,Eth0(10.167.131.4),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167131.4"
227,TPB -1,INFRA 1,LB-INTER-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,F8FT75J,124,"0,54",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,2,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.165.5,,"Eth0(10.167.165.5), eth1(10.167.166.5) il manque un slot de 4RJ dans l'inventaire","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.165.5. Ajouter le vlan1627(10.167.166.5) taggé sur le port du switch et le bond0 "
228,TPB -1,INFRA 1,M2-HACLUSTER-QUAL-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,7F5XD5J,126,"0,55",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,1,0,0,,4,2,2,,4,1,,1,1FC,,,,,,,-1,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.236,,"Eth0(10.167.124.236), eth1(192.168.251.129)",?
229,TPB -1,INFRA 1,NSS-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,1TX4H4J,219,"0,95",,,∞,,Virtualisation de stockage,DOIP,Déménagement,4,S1,1,,S1-1-,6,6,6,6,,6,4,2,,4,0,,1,2FC,2FC,2FC,2RJ,,,,-2,-2,-2,2,Err :502,Err :502,Err :502,10.167.1.37,,Je ne peux pas m'authentifier sur la machine,?
230,TPB -1,INFRA 1,RP-ADER-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,2YN054J,350,"1,52",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,5,S1-1-5,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.155.3,,Eth6(10.167.155.3),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.155.3. Déconfigurer eth6"
231,TPB -1,INFRA 1,RP-INTER-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,G1WKR4J,196,"0,85",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.165.3,,"Eth0(10.167.165.3), eth1(192.168.166.3)",?
232,TPB -1,INFRA 1,RP-INTRA-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,J8FT75J,114,"0,50",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.150.11,,Eth0(10.167.150.11),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.150.11"
233,TPB -1,INFRA 1,RP-INTRA-03,Serveur,1,Rackable,1,DELL,PowerEdge R610,7H0LR4J,100,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.150.13,,Eth0(10.167.150.13),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.150.13"
234,TPB -1,INFRA 1,RP-INTRA-05,Serveur,1,Rackable,1,DELL,PowerEdge R610,G8FT75J,124,"0,54",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.150.15,,Eth0(10.167.150.15),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.150.15"
235,TPB -1,INFRA 1,SAFITA-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,GBD2F4J,190,"0,83",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,8,1,2,,4,0,,1,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.122.3,,"Eth0(10.167.122.3), Eth0,1686(10.167.186.3) ","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.1212.3. Ajouter le vlan1686( 10.167.186.3) taggé sur le port du switch et le bond0"
236,TPB -1,INFRA 1,SUPERVISION-02,Serveur,1,Rackable,2,DELL,PowerEdge R810,5NNXD5J,432,"1,88",2.12,G2-D7,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.123.12,,Eth0(10.167.123.12),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.123.12"
237,TPB -1,MESS 1,AM1-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,9LGZ7X1,126,"0,55",1.10,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,1,,1,,,,,,2FC,,Err :502,Err :502,Err :502,Err :502,Err :502,-2,Err :502,10.167.125.151,,"bond0(eth0-eth1,10.167.125.151) + eth2(192.168.251.1)",?
238,TPB -1,MESS 1,AM2-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,7LGZ7X1,126,"0,55",1.11,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,1,,1,,,,,,2FC,,Err :502,Err :502,Err :502,Err :502,Err :502,-2,Err :502,10.167.125.153,,"bond0(eth0-eth1,10.167.125.153) + eth2(192.168.251.3)",?
239,TPB -1,MESS 1,AM3-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,1V2YD5J,402,"1,75",1.8,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,1,,1,2FC,,,,,,,-2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.125.155,,"bond0(eth0-eth1,10.167.125.155) + eth2(192.168.251.5)",?
240,TPB -1,MESS 1,AM4-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,5JLT75J,384,"1,67",1.11,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,0,,1,,2FC,,,,,,Err :502,-2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.125.157,,"bond0(eth0-eth1,10.167.125.157) + eth2(192.168.251.7)",?
241,TPB -1,MESS 1,AM5-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,CLGZ7X1,154,"0,67",1.10,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,1,,1,,,,,,2FC,,Err :502,Err :502,Err :502,Err :502,Err :502,-2,Err :502,10.167.125.159,,"bond0(eth0-eth1,10.167.125.159) + eth2(192.168.251.9)",?
242,TPB -1,MESS 1,AM6-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,4JLT75J,396,"1,72",1.11,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,0,,1,,,,,1FC,1FC,,Err :502,Err :502,Err :502,Err :502,-1,-1,Err :502,10.167.125.161,,"bond0(eth0-eth1,10.167.125.161) + eth2(192.168.251.11)",?
243,TPB -1,MESS 1,AM8-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,7JLT75J,384,"1,67",1.11,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,2,2,2,2,,4,3,2,,4,0,,1,,,,,1FC,1FC,,Err :502,Err :502,Err :502,Err :502,-1,-1,Err :502,10.167.125.165,,Je ne peux pas m'authentifier sur la machine,?
244,TPB -1,MESS 1,DAVYCAL-03,Serveur,1,Rackable,2,DELL,PowerEdge R810,14Y6X4J,422,"1,83",1.8,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.163,Davy-03,Eth0(10.167.124.163) + vlan1534,"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.163. Appliquer le vlan1534 sur le bond0"
245,TPB -1,MESS 1,LDAPSMB-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,CFC2F4J,228,"0,99",1.8,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,6,1,0,,4,0,,0,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.137,,,Stocker
246,TPB -1,MESS 1,LDAPSMB-03,Serveur,1,Rackable,1,DELL,PowerEdge R610,C8FT75J,184,"0,80",1.8,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.135,,,Stocker
247,TPB -1,MESS 1,LDAPSMB-07,Serveur,1,Rackable,2,DELL,PowerEdge R820,CV7FNZ1,140,"0,61",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,1,2,0,0,,4,1,2,,4,1,,1,,1FC,,,,1FC,,Err :502,-1,Err :502,Err :502,Err :502,-1,Err :502,10.167.128.199,,Eth0(10.167.128.199),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.128.199"
248,TPB -1,MESS 1,RELTRANET-01,Serveur,1,Rackable,4,DELL,PowerEdge 6850,JMG6B3J,760,"3,30",1.9,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.33,,Eth0(10.167.128.33),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.128.33"
249,TPB -1,MESS 1,RELTRANET-03,Serveur,1,Rackable,4,DELL,PowerEdge 6850,3NG6B3J,760,"3,30",1.9,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.35,,Eth0(10.167.128.35),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.128.35"
250,TPB -1,MESS 1,ZP-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,H3Y6X4J,420,"1,83",1.8,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.213,,Eth0(10.167.124.213),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.213"
251,TPB -1,MESS 3,AFLDAPCL-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,2M1XD5J,100,"0,43",2.13,,,,Singleton Messagerie,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,8,1,2,,4,1,,1,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,"10.167.120,17",,Eth0(10.167.120.17),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.120.17"
252,TPB -1,MESS 3,AFLDAPMA-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,H3XWD5J,105,"0,46",2.13,,,,Singleton Messagerie,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.121.1,,Eth0(10.167.121.1),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.121.1"
253,TPB -1,MESS 3,H-M2-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,5BHBF4J,770,"3,35",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,4,4,2,2,,6,6,6,,4,0,,0,,,2FC,2FC,1RJ,1RJ,,Err :502,Err :502,-2,-2,1,1,Err :502,10.167.129.121,,Je ne peux pas m'authentifier sur la machine,?
254,TPB -1,MESS 3,HORDE-03,Serveur,1,Rackable,4,DELL,PowerEdge 6850,94TXB3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,4,1,2,,2,0,,0,1RJ,,1RJ,,,,VGA,1,Err :502,1,Err :502,Err :502,Err :502,Err :502,10.167.124.131,,Eth0(10.167.124.131) + vlan1534,"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.131. Appliquer le vlan1534 sur le bond0"
255,TPB -1,MESS 3,HORDE-05,Serveur,1,Rackable,4,DELL,PowerEdge 6850,74TXB3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,4,1,2,,2,0,,0,1RJ,SCSI,1RJ,,,,VGA,1,Err :502,1,Err :502,Err :502,Err :502,Err :502,10.167.124.133,Rcube-01,Eth0(10.167.124.133) + vlan1534,"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.133. Appliquer le vlan1534 sur le bond0"
256,TPB -1,MESS 3,LB-M2-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,B2F925J,134,"0,58",2.13,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.111,,Eth0(10.167.124.111),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.111"
257,TPB -1,MESS 3,LDAPAP-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,8M6YT4J,251,"1,09",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,2,2,,2,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.153,,Eth0(10.167.128.153) eth1(10.128.255.1/24),?
258,TPB -1,MESS 3,LDAPBA-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,3GC2F4J,228,"0,99",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,6,2,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.65,,Eth0(10.167.128.65) eth1(10.128.255.1/24),?
259,TPB -1,MESS 3,LDAPCL-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,CM6YT4J,147,"0,64",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,2,2,,2,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.145,,Eth0(10.167.128.145) eth1(192.168.251.1),?
260,TPB -1,MESS 3,LDAPMAHA-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,1GC2F4J,228,"0,99",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,6,2,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.1,,Eth0(10.167.128.1) eth1(192.168.251.131),?
261,TPB -1,MESS 3,LDAPSMB-05,Serveur,1,Rackable,4,DELL,PowerEdge R900,5NVTQ3J,770,"3,35",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,,Stock--,2,2,1,0,,4,1,0,,4,0,,0,,,,,,1FC,1FC,Err :502,Err :502,Err :502,Err :502,Err :502,-1,-1,,,,Stocker
262,TPB -1,MESS 3,RELGREYNG-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,HFC2F4J,228,"0,99",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.126.67,,Eth0(10.167.126.67),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.126.67"
263,TPB -1,MESS 3,RELTERNET-01,Serveur,1,Rackable,4,DELL,PowerEdge 6850,J5YNK3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,2,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.126.13,,Eth0(10.167.126.13) eth1(10.167.127.13),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.126.13. Y ajouter le vlan1627(10.167.127.13) taggé sur le port du switch et le bond0"
264,TPB -1,MESS 3,RELTERNET-03,Serveur,1,Rackable,4,DELL,PowerEdge 6850,26YNK3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,2,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.126.15,,Eth0(10.167.126.15) eth1(10.167.127.5),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.126.15. Y ajouter le vlan1627(10.167.127.13) taggé sur le port du switch et le bond0"
265,TPB -1,MESS 3,TEST-CYRUS,Serveur,1,Rackable,4,DELL,PowerEdge R900,5QYH34J,770,"3,35",,,,,Singleton Messagerie,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.125.25,,,Stocker
266,TPB -1,NETAPP1,NETAPP,Baie de disques,4,Rackable,12,NETAPP,FAS 8040,,1017,"4,42",,,∞,,Stockage NETAPP,DOIP,Déménagement,3,S1,1,2,S1-1-2,2,0,2,2,,4,4,4,,4,2,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.0.241,,Je ne peux pas m'authentifier sur la machine,?
267,TPB -1,NETAPP2,NETAPP,Baie de disques,4,Rackable,12,NETAPP,FAS 8040,,1017,"4,42",,,∞,,Stockage NETAPP,DOIP,Déménagement,3,S2,1,2,S2-1-2,2,0,2,2,,4,4,4,,4,2,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.0.242,,Je ne peux pas m'authentifier sur la machine,?
